date,cumulative_gains
2016-07-15,-872496.0558
2016-07-19,-872496.0558
2016-07-20,-872496.0558
2016-07-21,-872496.0558
2016-07-22,-872496.0558
2016-07-25,-872496.0558
2016-07-26,-872496.0558
2016-07-27,-872496.0558
2016-07-28,-872496.0558
2016-07-29,-872496.0558
2016-08-01,-870004.4447
2016-08-02,-870004.4447
2016-08-03,-870004.4447
2016-08-04,-870004.4447
2016-08-05,-870004.4447
2016-08-08,-870004.4447
2016-08-09,-870004.4447
2016-08-10,-870004.4447
2016-08-12,-842666.5527000001
2016-08-15,-842666.5527000001
2016-08-16,-842666.5527000001
2016-08-17,-842666.5527000001
2016-08-18,-842666.5527000001
2016-08-19,-842666.5527000001
2016-08-22,-842666.5527000001
2016-08-23,-849234.3015000001
2016-08-24,-849234.3015000001
2016-08-25,-849234.3015000001
2016-08-26,-849234.3015000001
2016-08-29,-832903.5221000002
2016-08-30,-832903.5221000002
2016-08-31,-832903.5221000002
2016-09-01,-832903.5221000002
2016-09-02,-832903.5221000002
2016-09-05,-832903.5221000002
2016-09-06,-832903.5221000002
2016-09-07,-832903.5221000002
2016-09-08,-832903.5221000002
2016-09-09,-832903.5221000002
2016-09-12,-832903.5221000002
2016-09-13,-832903.5221000002
2016-09-14,-832903.5221000002
2016-09-15,-832903.5221000002
2016-09-16,-832903.5221000002
2016-09-20,-832903.5221000002
2016-09-21,-832903.5221000002
2016-09-23,-832903.5221000002
2016-09-26,-832903.5221000002
2016-09-27,-832903.5221000002
2016-09-28,-832903.5221000002
2016-09-29,-832903.5221000002
2016-09-30,-832903.5221000002
2016-10-03,-788499.6641
2016-10-04,-788499.6641
2016-10-05,-788499.6641
2016-10-06,-692811.9467000001
2016-10-07,-697423.1012
2016-10-11,-697423.1012
2016-10-12,-697423.1012
2016-10-13,-697423.1012
2016-10-14,-697423.1012
2016-10-17,-697423.1012
2016-10-18,-697423.1012
2016-10-19,-697423.1012
2016-10-20,-697423.1012
2016-10-21,-697423.1012
2016-10-24,-697423.1012
2016-10-25,-697423.1012
2016-10-26,-697423.1012
2016-10-27,-697423.1012
2016-10-28,-697423.1012
2016-10-31,-697423.1012
2016-11-01,-717153.8903000002
2016-11-02,-694357.8403
2016-11-04,-694357.8403
2016-11-07,-694357.8403
2016-11-08,-694872.6767000001
2016-11-09,-694872.6767000001
2016-11-10,-643847.8107
2016-11-11,-621396.1067000001
2016-11-14,-621396.1067000001
2016-11-15,-621396.1067000001
2016-11-16,-621396.1067000001
2016-11-17,-621396.1067000001
2016-11-18,-621396.1067000001
2016-11-21,-621396.1067000001
2016-11-22,-621396.1067000001
2016-11-24,-621396.1067000001
2016-11-25,-621396.1067000001
2016-11-28,-621396.1067000001
2016-11-29,-621396.1067000001
2016-11-30,-621396.1067000001
2016-12-01,-621396.1067000001
2016-12-02,-621396.1067000001
2016-12-05,-621396.1067000001
2016-12-06,-621396.1067000001
2016-12-07,-621396.1067000001
2016-12-08,-621396.1067000001
2016-12-09,-621396.1067000001
2016-12-12,-517818.4447000001
2016-12-13,-462988.13950000005
2016-12-14,-462988.13950000005
2016-12-15,-467447.87030000007
2016-12-16,-443327.3291000001
2016-12-19,-443327.3291000001
2016-12-20,-406286.55910000013
2016-12-21,-406286.55910000013
2016-12-22,-406286.55910000013
2016-12-26,-406286.55910000013
2016-12-27,-406286.55910000013
2016-12-28,-384560.2371
2016-12-29,-384560.2371
2016-12-30,-384560.2371
2017-01-04,-384560.2371
2017-01-05,-384560.2371
2017-01-06,-362859.9931000002
2017-01-10,-362859.9931000002
2017-01-11,-362859.9931000002
2017-01-12,-362859.9931000002
2017-01-13,-362859.9931000002
2017-01-16,-362859.9931000002
2017-01-17,-362859.9931000002
2017-01-18,-362859.9931000002
2017-01-19,-362859.9931000002
2017-01-20,-301880.3051000002
2017-01-23,-288504.81010000024
2017-01-24,-286350.15570000024
2017-01-25,-286350.15570000024
2017-01-26,-156753.26380000004
2017-01-27,-156753.26380000004
2017-01-30,-156753.26380000004
2017-01-31,-156753.26380000004
2017-02-01,-156753.26380000004
2017-02-02,-156753.26380000004
2017-02-03,-156753.26380000004
2017-02-06,-156753.26380000004
2017-02-07,-156753.26380000004
2017-02-08,-156753.26380000004
2017-02-09,-156753.26380000004
2017-02-10,-144860.90079999992
2017-02-13,-144860.90079999992
2017-02-14,-164297.66759999967
2017-02-15,-164297.66759999967
2017-02-16,-164297.66759999967
2017-02-17,-164297.66759999967
2017-02-20,-164297.66759999967
2017-02-21,-164297.66759999967
2017-02-22,-164297.66759999967
2017-02-23,-136428.40679999962
2017-02-24,-136428.40679999962
2017-02-27,-136428.40679999962
2017-02-28,-136428.40679999962
2017-03-01,-136428.40679999962
2017-03-02,-109224.31379999987
2017-03-03,-109224.31379999987
2017-03-06,-109224.31379999987
2017-03-07,-109224.31379999987
2017-03-08,-109224.31379999987
2017-03-09,-109224.31379999987
2017-03-10,-109224.31379999987
2017-03-13,-85148.95379999965
2017-03-14,-85148.95379999965
2017-03-15,-85148.95379999965
2017-03-16,-85148.95379999965
2017-03-17,-72261.49739999986
2017-03-21,-72261.49739999986
2017-03-22,-94684.41779999992
2017-03-23,-128104.6413
2017-03-24,-122991.59279999997
2017-03-27,-122991.59279999997
2017-03-28,-122991.59279999997
2017-03-29,-106109.38069999997
2017-03-30,-50986.021499999784
2017-03-31,-50986.021499999784
2017-04-03,-50986.021499999784
2017-04-04,-50986.021499999784
2017-04-05,-50986.021499999784
2017-04-06,-50986.021499999784
2017-04-07,-50986.021499999784
2017-04-10,-50986.021499999784
2017-04-11,-50986.021499999784
2017-04-12,-50986.021499999784
2017-04-13,-50986.021499999784
2017-04-14,-50986.021499999784
2017-04-17,-50986.021499999784
2017-04-18,-50986.021499999784
2017-04-19,-50986.021499999784
2017-04-20,-50986.021499999784
2017-04-21,-50986.021499999784
2017-04-24,-50986.021499999784
2017-04-25,-50986.021499999784
2017-04-26,-50986.021499999784
2017-04-27,-50986.021499999784
2017-04-28,-50986.021499999784
2017-05-01,-50986.021499999784
2017-05-02,-66527.09729999978
2017-05-08,-66527.09729999978
2017-05-09,-66527.09729999978
2017-05-10,-66527.09729999978
2017-05-11,-66527.09729999978
2017-05-12,-104486.75459999997
2017-05-15,-104486.75459999997
2017-05-16,-104486.75459999997
2017-05-17,-128270.412
2017-05-18,-128270.412
2017-05-19,-128270.412
2017-05-22,-128270.412
2017-05-23,-128270.412
2017-05-24,-128270.412
2017-05-25,-128270.412
2017-05-26,-128270.412
2017-05-29,-128270.412
2017-05-30,-128270.412
2017-05-31,-128270.412
2017-06-01,-114525.87100000003
2017-06-02,-30572.467500000013
2017-06-05,117748.8054999998
2017-06-06,117748.8054999998
2017-06-07,117748.8054999998
2017-06-08,117748.8054999998
2017-06-09,117748.8054999998
2017-06-12,117748.8054999998
2017-06-13,159512.9959
2017-06-14,159512.9959
2017-06-15,270798.83349999995
2017-06-16,270798.83349999995
2017-06-19,312725.8507999999
2017-06-20,374764.7967999999
2017-06-21,396370.14639999997
2017-06-22,396370.14639999997
2017-06-23,396370.14639999997
2017-06-26,396370.14639999997
2017-06-27,396370.14639999997
2017-06-28,396370.14639999997
2017-06-29,396370.14639999997
2017-06-30,396370.14639999997
2017-07-03,396370.14639999997
2017-07-04,396370.14639999997
2017-07-05,396370.14639999997
2017-07-06,396370.14639999997
2017-07-07,396370.14639999997
2017-07-10,396370.14639999997
2017-07-11,396370.14639999997
2017-07-12,396370.14639999997
2017-07-13,396370.14639999997
2017-07-14,396370.14639999997
2017-07-18,396370.14639999997
2017-07-19,396370.14639999997
2017-07-20,396370.14639999997
2017-07-21,396370.14639999997
2017-07-24,396370.14639999997
2017-07-25,396370.14639999997
2017-07-26,396370.14639999997
2017-07-27,396370.14639999997
2017-07-28,396370.14639999997
2017-07-31,396370.14639999997
2017-08-01,411169.96360000013
2017-08-02,411169.96360000013
2017-08-03,411169.96360000013
2017-08-04,411169.96360000013
2017-08-07,411169.96360000013
2017-08-08,411169.96360000013
2017-08-09,411169.96360000013
2017-08-10,439030.2681
2017-08-14,439030.2681
2017-08-15,439030.2681
2017-08-16,468251.3576999998
2017-08-17,499201.58999999985
2017-08-18,499201.58999999985
2017-08-21,499201.58999999985
2017-08-22,499201.58999999985
2017-08-23,505888.57239999995
2017-08-24,505888.57239999995
2017-08-25,505888.57239999995
2017-08-28,505888.57239999995
2017-08-29,505888.57239999995
2017-08-30,512793.5155
2017-08-31,512793.5155
2017-09-01,512793.5155
2017-09-04,495653.9756
2017-09-05,495653.9756
2017-09-06,495653.9756
2017-09-07,495653.9756
2017-09-08,495653.9756
2017-09-11,495653.9756
2017-09-12,601513.1564
2017-09-13,657296.5044000004
2017-09-14,657296.5044000004
2017-09-15,657296.5044000004
2017-09-19,657296.5044000004
2017-09-20,657296.5044000004
2017-09-21,657296.5044000004
2017-09-22,657296.5044000004
2017-09-25,657296.5044000004
2017-09-26,657296.5044000004
2017-09-27,657296.5044000004
2017-09-28,657296.5044000004
2017-09-29,657296.5044000004
2017-10-02,658496.9071000004
2017-10-03,658496.9071000004
2017-10-04,658496.9071000004
2017-10-05,658496.9071000004
2017-10-06,658496.9071000004
2017-10-10,658496.9071000004
2017-10-11,658496.9071000004
2017-10-12,658496.9071000004
2017-10-13,658496.9071000004
2017-10-16,676646.1515000004
2017-10-17,702742.125500001
2017-10-18,737080.6076000007
2017-10-19,737080.6076000007
2017-10-20,737080.6076000007
2017-10-23,758847.8216000004
2017-10-24,933446.1873999997
2017-10-25,933446.1873999997
2017-10-26,943497.5251999996
2017-10-27,970279.8849999993
2017-10-30,970279.8849999993
2017-10-31,970279.8849999993
2017-11-01,1001908.3281999994
2017-11-02,1047448.8329999993
2017-11-06,1104503.6689999995
2017-11-07,1189409.8643999996
2017-11-08,1189409.8643999996
2017-11-09,1189409.8643999996
2017-11-10,1189409.8643999996
2017-11-13,1189409.8643999996
2017-11-14,1189409.8643999996
2017-11-15,1189409.8643999996
2017-11-16,1189409.8643999996
2017-11-17,1189409.8643999996
2017-11-20,1189409.8643999996
2017-11-21,1189409.8643999996
2017-11-22,1189409.8643999996
2017-11-24,1189409.8643999996
2017-11-27,1189409.8643999996
2017-11-28,1189409.8643999996
2017-11-29,1189409.8643999996
2017-11-30,1215187.7493999994
2017-12-01,1215187.7493999994
2017-12-04,1215187.7493999994
2017-12-05,1215187.7493999994
2017-12-06,1215187.7493999994
2017-12-07,1215187.7493999994
2017-12-08,1215187.7493999994
2017-12-11,1252537.8473999996
2017-12-12,1301292.7899999993
2017-12-13,1301292.7899999993
2017-12-14,1301292.7899999993
2017-12-15,1340996.3149999992
2017-12-18,1340996.3149999992
2017-12-19,1340996.3149999992
2017-12-20,1340996.3149999992
2017-12-21,1340996.3149999992
2017-12-22,1395584.449399999
2017-12-25,1395584.449399999
2017-12-26,1395584.449399999
2017-12-27,1415225.9723999992
2017-12-28,1415225.9723999992
2017-12-29,1404298.0427999992
2018-01-04,1492797.6857999994
2018-01-05,1492797.6857999994
2018-01-09,1553512.7129999993
2018-01-10,1581688.2099999993
2018-01-11,1581688.2099999993
2018-01-12,1581688.2099999993
2018-01-15,1581688.2099999993
2018-01-16,1581688.2099999993
2018-01-17,1581688.2099999993
2018-01-18,1581688.2099999993
2018-01-19,1581688.2099999993
2018-01-22,1581688.2099999993
2018-01-23,1599973.6036999992
2018-01-24,1599973.6036999992
2018-01-25,1599973.6036999992
2018-01-26,1599973.6036999992
2018-01-29,1599973.6036999992
2018-01-30,1599973.6036999992
2018-01-31,1599973.6036999992
2018-02-01,1637272.0495999998
2018-02-02,1637272.0495999998
2018-02-05,1637272.0495999998
2018-02-06,1637272.0495999998
2018-02-07,1637272.0495999998
2018-02-08,1637272.0495999998
2018-02-09,1637272.0495999998
2018-02-13,1637272.0495999998
2018-02-14,1637272.0495999998
2018-02-15,1637272.0495999998
2018-02-16,1637272.0495999998
2018-02-19,1643513.7808999994
2018-02-20,1643513.7808999994
2018-02-21,1643513.7808999994
2018-02-22,1643513.7808999994
2018-02-23,1643513.7808999994
2018-02-26,1643513.7808999994
2018-02-27,1643513.7808999994
2018-02-28,1643513.7808999994
2018-03-01,1643513.7808999994
2018-03-02,1643513.7808999994
2018-03-05,1643513.7808999994
2018-03-06,1643513.7808999994
2018-03-07,1643513.7808999994
2018-03-08,1700964.8408999986
2018-03-09,1700964.8408999986
2018-03-12,1700964.8408999986
2018-03-13,1700964.8408999986
2018-03-14,1700964.8408999986
2018-03-15,1700964.8408999986
2018-03-16,1700964.8408999986
2018-03-19,1700964.8408999986
2018-03-20,1700964.8408999986
2018-03-22,1700964.8408999986
2018-03-23,1636804.6598999996
2018-03-26,1636804.6598999996
2018-03-27,1636804.6598999996
2018-03-28,1636804.6598999996
2018-03-29,1636804.6598999996
2018-03-30,1636804.6598999996
2018-04-02,1636804.6598999996
2018-04-03,1636804.6598999996
2018-04-04,1636804.6598999996
2018-04-05,1636804.6598999996
2018-04-06,1636804.6598999996
2018-04-09,1636804.6598999996
2018-04-10,1620789.8735999998
2018-04-11,1620789.8735999998
2018-04-12,1620789.8735999998
2018-04-13,1620789.8735999998
2018-04-16,1620789.8735999998
2018-04-17,1620789.8735999998
2018-04-18,1620789.8735999998
2018-04-19,1620789.8735999998
2018-04-20,1620789.8735999998
2018-04-23,1620789.8735999998
2018-04-24,1620789.8735999998
2018-04-25,1620789.8735999998
2018-04-26,1620789.8735999998
2018-04-27,1620789.8735999998
2018-05-01,1620789.8735999998
2018-05-02,1620789.8735999998
2018-05-07,1620789.8735999998
2018-05-08,1620789.8735999998
2018-05-09,1620789.8735999998
2018-05-10,1620789.8735999998
2018-05-11,1647815.7425999998
2018-05-14,1647815.7425999998
2018-05-15,1647815.7425999998
2018-05-16,1647815.7425999998
2018-05-17,1647815.7425999998
2018-05-18,1647815.7425999998
2018-05-21,1647815.7425999998
2018-05-22,1647815.7425999998
2018-05-23,1647815.7425999998
2018-05-24,1647815.7425999998
2018-05-25,1647815.7425999998
2018-05-28,1647815.7425999998
2018-05-29,1647815.7425999998
2018-05-30,1647815.7425999998
2018-05-31,1677883.0561999988
2018-06-01,1677883.0561999988
2018-06-04,1716299.427199999
2018-06-05,1732166.9368999999
2018-06-06,1732166.9368999999
2018-06-07,1767483.3401000004
2018-06-08,1767483.3401000004
2018-06-11,1767483.3401000004
2018-06-12,1767483.3401000004
2018-06-13,1860491.8101999995
2018-06-14,1860491.8101999995
2018-06-15,1860491.8101999995
2018-06-18,1860491.8101999995
2018-06-19,1860491.8101999995
2018-06-20,1860491.8101999995
2018-06-21,1860491.8101999995
2018-06-22,1860491.8101999995
2018-06-25,1860491.8101999995
2018-06-26,1860491.8101999995
2018-06-27,1860491.8101999995
2018-06-28,1860491.8101999995
2018-06-29,1860491.8101999995
2018-07-02,1860491.8101999995
2018-07-03,1860491.8101999995
2018-07-04,1860491.8101999995
2018-07-05,1860491.8101999995
2018-07-06,1974071.6024999993
2018-07-09,1974071.6024999993
2018-07-10,2108257.0054999995
2018-07-11,2108257.0054999995
2018-07-12,2108257.0054999995
2018-07-13,2108257.0054999995
2018-07-17,2056038.4219999996
2018-07-18,2056038.4219999996
2018-07-19,2056038.4219999996
2018-07-20,2056038.4219999996
2018-07-23,2056038.4219999996
2018-07-24,2056038.4219999996
2018-07-25,2056038.4219999996
2018-07-26,2056038.4219999996
2018-07-27,2056038.4219999996
2018-07-30,2056038.4219999996
2018-07-31,2056038.4219999996
2018-08-01,2032897.1683999996
2018-08-02,2032897.1683999996
2018-08-03,2032897.1683999996
2018-08-06,2032897.1683999996
2018-08-07,2032897.1683999996
2018-08-08,2032897.1683999996
2018-08-09,2032897.1683999996
2018-08-10,2032897.1683999996
2018-08-13,2032897.1683999996
2018-08-14,2032897.1683999996
2018-08-15,2032897.1683999996
2018-08-16,2032897.1683999996
2018-08-17,2032897.1683999996
2018-08-20,2032897.1683999996
2018-08-21,2032897.1683999996
2018-08-22,2032897.1683999996
2018-08-23,2032897.1683999996
2018-08-24,2032897.1683999996
2018-08-27,2032897.1683999996
2018-08-28,2032897.1683999996
2018-08-29,2032897.1683999996
2018-08-30,2032897.1683999996
2018-08-31,2032897.1683999996
2018-09-03,2032897.1683999996
2018-09-04,2032897.1683999996
2018-09-05,2032897.1683999996
2018-09-06,2032897.1683999996
2018-09-07,2032897.1683999996
2018-09-10,2032897.1683999996
2018-09-11,2032897.1683999996
2018-09-12,2032897.1683999996
2018-09-13,2032897.1683999996
2018-09-14,2032897.1683999996
2018-09-18,2055875.7043999995
2018-09-19,2055875.7043999995
2018-09-20,2055875.7043999995
2018-09-21,2055875.7043999995
2018-09-25,2055875.7043999995
2018-09-26,2055875.7043999995
2018-09-27,2055875.7043999995
2018-09-28,2055875.7043999995
2018-10-01,2044123.6379999996
2018-10-02,2044123.6379999996
2018-10-03,2044123.6379999996
2018-10-04,2044123.6379999996
2018-10-05,2044123.6379999996
2018-10-09,2044123.6379999996
2018-10-10,2044123.6379999996
2018-10-11,2044123.6379999996
2018-10-12,2044123.6379999996
2018-10-15,2044123.6379999996
2018-10-16,2044123.6379999996
2018-10-17,2044123.6379999996
2018-10-18,2044123.6379999996
2018-10-19,2044123.6379999996
2018-10-22,2044123.6379999996
2018-10-23,2016934.2698999995
2018-10-24,2016934.2698999995
2018-10-25,2016934.2698999995
2018-10-26,2016934.2698999995
2018-10-29,2046710.4062999992
2018-10-30,2046710.4062999992
2018-10-31,2046710.4062999992
2018-11-01,2046710.4062999992
2018-11-02,2046710.4062999992
2018-11-05,2046710.4062999992
2018-11-06,2046710.4062999992
2018-11-07,2046710.4062999992
2018-11-08,2046710.4062999992
2018-11-09,2046710.4062999992
2018-11-12,2046710.4062999992
2018-11-13,2046710.4062999992
2018-11-14,2046710.4062999992
2018-11-15,2046710.4062999992
2018-11-16,2046710.4062999992
2018-11-19,2046710.4062999992
2018-11-20,2046710.4062999992
2018-11-21,2046710.4062999992
2018-11-22,2046710.4062999992
2018-11-26,2046710.4062999992
2018-11-27,2046710.4062999992
2018-11-28,2046710.4062999992
2018-11-29,2046710.4062999992
2018-11-30,2026880.3090999995
2018-12-03,2026880.3090999995
2018-12-04,2026880.3090999995
2018-12-05,2026880.3090999995
2018-12-06,1976453.9756999996
2018-12-07,1976453.9756999996
2018-12-10,1976453.9756999996
2018-12-11,1976453.9756999996
2018-12-12,1976453.9756999996
2018-12-13,1976453.9756999996
2018-12-14,1976453.9756999996
2018-12-17,1976453.9756999996
2018-12-18,1973735.9756999996
2018-12-19,1973735.9756999996
2018-12-20,1973735.9756999996
2018-12-21,1973735.9756999996
2018-12-25,1973735.9756999996
2018-12-26,1965002.5230999996
2018-12-27,1965002.5230999996
2018-12-28,1965002.5230999996
2019-01-04,1965002.5230999996
2019-01-07,1965002.5230999996
2019-01-08,1965002.5230999996
2019-01-09,1965002.5230999996
2019-01-10,1965002.5230999996
2019-01-11,1965002.5230999996
2019-01-15,1965002.5230999996
2019-01-16,1965002.5230999996
2019-01-17,1965002.5230999996
2019-01-18,1965002.5230999996
2019-01-21,1965002.5230999996
2019-01-22,1965002.5230999996
2019-01-23,1965002.5230999996
2019-01-24,1965002.5230999996
2019-01-25,1965002.5230999996
2019-01-28,1955341.9122999997
2019-01-29,1955341.9122999997
2019-01-30,1932930.784399999
2019-01-31,1932930.784399999
2019-02-01,1932930.784399999
2019-02-04,1932930.784399999
2019-02-05,1932930.784399999
2019-02-06,1932930.784399999
2019-02-07,1932930.784399999
2019-02-08,1719795.9994999992
2019-02-12,1719795.9994999992
2019-02-13,1719795.9994999992
2019-02-14,1731764.487499999
2019-02-15,1747339.5781999992
2019-02-18,1747339.5781999992
2019-02-19,1747339.5781999992
2019-02-20,1747339.5781999992
2019-02-21,1747339.5781999992
2019-02-22,1747339.5781999992
2019-02-25,1747339.5781999992
2019-02-26,1747339.5781999992
2019-02-27,1747339.5781999992
2019-02-28,1747339.5781999992
2019-03-01,1827024.803
2019-03-04,1827024.803
2019-03-05,1827024.803
2019-03-06,1827024.803
2019-03-07,1827024.803
2019-03-08,1827024.803
2019-03-11,1827024.803
2019-03-12,1840178.1393000002
2019-03-13,1840178.1393000002
2019-03-14,1840178.1393000002
2019-03-15,1840178.1393000002
2019-03-18,1843428.1393000002
2019-03-19,1881344.1832
2019-03-20,1881344.1832
2019-03-22,1936789.0792
2019-03-25,1936789.0792
2019-03-26,1936789.0792
2019-03-27,2045354.1413999991
2019-03-28,2045354.1413999991
2019-03-29,2045354.1413999991
2019-04-01,2045354.1413999991
2019-04-02,2045354.1413999991
2019-04-03,2045354.1413999991
2019-04-04,2045354.1413999991
2019-04-05,2045354.1413999991
2019-04-08,2045354.1413999991
2019-04-09,2045354.1413999991
2019-04-10,2045354.1413999991
2019-04-11,2045354.1413999991
2019-04-12,2045354.1413999991
2019-04-15,2045354.1413999991
2019-04-16,2045354.1413999991
2019-04-17,2045354.1413999991
2019-04-18,2045354.1413999991
2019-04-19,2045354.1413999991
2019-04-22,2045354.1413999991
2019-04-23,2045354.1413999991
2019-04-24,2086221.060599999
2019-04-25,2035567.7945999997
2019-04-26,2057757.1721999994
2019-05-07,2132618.434099999
2019-05-08,2132618.434099999
2019-05-09,2132618.434099999
2019-05-10,2132618.434099999
2019-05-13,2136123.5130999987
2019-05-14,2136123.5130999987
2019-05-15,2136123.5130999987
2019-05-16,2136123.5130999987
2019-05-17,2136123.5130999987
2019-05-20,2136123.5130999987
2019-05-21,2136123.5130999987
2019-05-22,2136123.5130999987
2019-05-23,2136123.5130999987
2019-05-24,2136123.5130999987
2019-05-27,3314693.5884999987
2019-05-28,3314693.5884999987
2019-05-29,3314693.5884999987
2019-05-30,3314693.5884999987
2019-05-31,3314693.5884999987
2019-06-03,3314693.5884999987
2019-06-04,3314693.5884999987
2019-06-05,3328242.7527999994
2019-06-06,3328242.7527999994
2019-06-07,3328242.7527999994
2019-06-10,3328242.7527999994
2019-06-11,3328242.7527999994
2019-06-12,3328242.7527999994
2019-06-13,3328242.7527999994
2019-06-14,3328242.7527999994
2019-06-17,3328242.7527999994
2019-06-18,3328242.7527999994
2019-06-19,3328242.7527999994
2019-06-20,3328242.7527999994
2019-06-21,3328242.7527999994
2019-06-24,3328242.7527999994
2019-06-25,3328242.7527999994
2019-06-26,3328242.7527999994
2019-06-27,3328242.7527999994
2019-06-28,3328242.7527999994
2019-07-01,3328242.7527999994
2019-07-02,3328242.7527999994
2019-07-03,3307864.392699999
2019-07-04,3307864.392699999
2019-07-05,3307864.392699999
2019-07-08,3290398.966599999
2019-07-09,3338259.4595999992
2019-07-10,3338259.4595999992
2019-07-11,3338259.4595999992
2019-07-12,3338259.4595999992
2019-07-16,3338259.4595999992
2019-07-17,3338259.4595999992
2019-07-18,3338259.4595999992
2019-07-19,3338259.4595999992
2019-07-22,3338259.4595999992
2019-07-23,3338259.4595999992
2019-07-24,3338259.4595999992
2019-07-25,3338259.4595999992
2019-07-26,3338259.4595999992
2019-07-29,3338259.4595999992
2019-07-30,3338259.4595999992
2019-07-31,3338259.4595999992
2019-08-01,3345173.300399999
2019-08-02,3345173.300399999
2019-08-05,3345173.300399999
2019-08-06,3345173.300399999
2019-08-07,3345173.300399999
2019-08-08,3345173.300399999
2019-08-09,3404160.9815999996
2019-08-13,3404160.9815999996
2019-08-14,3404160.9815999996
2019-08-15,3404160.9815999996
2019-08-16,3404160.9815999996
2019-08-19,3404160.9815999996
2019-08-20,3404160.9815999996
2019-08-21,3404160.9815999996
2019-08-22,3404160.9815999996
2019-08-23,3404160.9815999996
2019-08-26,3404160.9815999996
2019-08-27,3404160.9815999996
2019-08-28,3404160.9815999996
2019-08-29,3404160.9815999996
2019-08-30,3379803.9635999994
2019-09-02,3379803.9635999994
2019-09-03,3379803.9635999994
2019-09-04,3379803.9635999994
2019-09-05,3379803.9635999994
2019-09-06,3379803.9635999994
2019-09-09,3379803.9635999994
2019-09-10,3379803.9635999994
2019-09-11,3379803.9635999994
2019-09-12,3379803.9635999994
2019-09-13,3379803.9635999994
2019-09-17,3379803.9635999994
2019-09-18,3379803.9635999994
2019-09-19,3379803.9635999994
2019-09-20,3379803.9635999994
2019-09-24,3379803.9635999994
2019-09-25,3379803.9635999994
2019-09-26,3379803.9635999994
2019-09-27,3379803.9635999994
2019-09-30,3379803.9635999994
2019-10-01,3378612.2413999992
2019-10-02,3378612.2413999992
2019-10-03,3378612.2413999992
2019-10-04,3378612.2413999992
2019-10-07,3378612.2413999992
2019-10-08,3378612.2413999992
2019-10-09,3378612.2413999992
2019-10-10,3378612.2413999992
2019-10-11,3460351.052499999
2019-10-15,3753554.7722999994
2019-10-16,3813457.9208
2019-10-17,3813457.9208
2019-10-18,3813457.9208
2019-10-21,3813457.9208
2019-10-23,3813457.9208
2019-10-24,3803011.8507999997
2019-10-25,3813455.2781999996
2019-10-28,3841603.7511999994
2019-10-29,3878424.4454999994
2019-10-30,3923882.331899999
2019-10-31,4022718.9698999994
2019-11-01,4022718.9698999994
2019-11-05,4022718.9698999994
2019-11-06,4022718.9698999994
2019-11-07,4022718.9698999994
2019-11-08,4022718.9698999994
2019-11-11,4022718.9698999994
2019-11-12,4022718.9698999994
2019-11-13,4022718.9698999994
2019-11-14,4022718.9698999994
2019-11-15,4022718.9698999994
2019-11-18,4022718.9698999994
2019-11-19,4022718.9698999994
2019-11-20,4022718.9698999994
2019-11-21,4022718.9698999994
2019-11-22,4022718.9698999994
2019-11-25,4022718.9698999994
2019-11-26,4022718.9698999994
2019-11-27,4022718.9698999994
2019-11-28,4063588.5077
2019-11-29,4063588.5077
2019-12-02,4082108.3077000002
2019-12-03,4082108.3077000002
2019-12-04,4082108.3077000002
2019-12-05,4082108.3077000002
2019-12-06,4082108.3077000002
2019-12-09,4104507.5971000004
2019-12-10,4145922.0279
2019-12-11,4173326.0942
2019-12-12,4173326.0942
2019-12-13,4294627.730599999
2019-12-16,4368434.7226
2019-12-17,4392496.9136
2019-12-18,4392496.9136
2019-12-19,4433371.2041
2019-12-20,4433371.2041
2019-12-23,4433371.2041
2019-12-24,4433371.2041
2019-12-25,4433371.2041
2019-12-26,4433371.2041
2019-12-27,4433371.2041
2019-12-30,4433371.2041
2020-01-06,4433371.2041
2020-01-07,4509401.9211
2020-01-08,4509401.9211
2020-01-09,4509401.9211
2020-01-10,4509401.9211
2020-01-14,4509401.9211
2020-01-15,4509401.9211
2020-01-16,4509401.9211
2020-01-17,4509401.9211
2020-01-20,4509401.9211
2020-01-21,4509401.9211
2020-01-22,4509401.9211
2020-01-23,4509401.9211
2020-01-24,4509401.9211
2020-01-27,4466489.1561
2020-01-28,4466489.1561
2020-01-29,4466489.1561
2020-01-30,4466489.1561
2020-01-31,4734030.0519
2020-02-03,4734030.0519
2020-02-04,4734030.0519
2020-02-05,4734030.0519
2020-02-06,4734030.0519
2020-02-07,4734030.0519
2020-02-10,4734030.0519
2020-02-12,4734030.0519
2020-02-13,4734030.0519
2020-02-14,4717415.6361
2020-02-17,4717415.6361
2020-02-18,4717415.6361
2020-02-19,4717415.6361
2020-02-20,4717415.6361
2020-02-21,4717415.6361
2020-02-25,4717415.6361
2020-02-26,4717415.6361
2020-02-27,4717415.6361
2020-02-28,4717415.6361
2020-03-02,4717415.6361
2020-03-03,4717415.6361
2020-03-04,4717415.6361
2020-03-05,4717415.6361
2020-03-06,4717415.6361
2020-03-09,4717415.6361
2020-03-10,4717415.6361
2020-03-11,4717415.6361
2020-03-12,4717415.6361
2020-03-13,4717415.6361
2020-03-16,4717415.6361
2020-03-17,4717415.6361
2020-03-18,4717415.6361
2020-03-19,4758388.1027
2020-03-23,4758388.1027
2020-03-24,4758388.1027
2020-03-25,4758388.1027
2020-03-26,4758388.1027
2020-03-27,4758388.1027
2020-03-30,4758388.1027
2020-03-31,4758388.1027
